session_id,is_offline_mode,session_sur_id
1770300067,False,0ba06e52adc81a2286f934d1ae1be26d
1770648682,False,53c11a1608cc174944c0067c422acda9
1772159581,True,50fbb9f6ae94adec6275f6a1061f1a0f
1771332937,False,58ecf3e2745839b4bfb067ccc8fd5885
770805007,True,9d8749a7d66a71c247a9a5264a5ed437
